,trial_nb,time,pos,lick,frame,enc,speed,valve
4603,1,15.464,81.50299835205078,0,0,13,37.32829014754586,0
4604,1,15.472,81.74500274658203,0,0,13,37.32829014754586,0
4605,1,15.48,81.74500274658203,0,0,12,34.45688321311925,0
4606,1,15.488,81.86599731445312,0,1,13,37.32829014754586,0
4607,1,15.496,81.86599731445312,0,0,12,34.45688321311925,0
4608,1,15.504,82.10800170898438,0,0,13,37.32829014754586,0
4609,1,15.512,82.10800170898438,0,0,12,34.45688321311925,0
4610,1,15.52,82.3499984741211,0,1,13,37.32829014754586,0
4611,1,15.528,82.3499984741211,0,0,13,37.32829014754586,0
4612,1,15.536,82.47000122070312,0,0,11,31.585476278692646,0
4613,1,15.544,82.47000122070312,0,0,13,37.32829014754586,0
4614,1,15.552,82.59100341796875,0,1,12,34.45688321311925,0
4615,1,15.56,82.71199798583984,0,0,13,37.32829014754586,0
4616,1,15.568,82.83300018310547,0,0,12,34.45688321311925,0
4617,1,15.576,82.9540023803711,0,0,13,37.32829014754586,0
4618,1,15.584,83.06600189208984,0,1,12,34.45688321311925,0
4619,1,15.592,83.06600189208984,0,0,12,34.45688321311925,0
4620,1,15.6,83.177001953125,0,0,12,34.45688321311925,0
4621,1,15.608,83.28900146484375,0,0,11,31.585476278692646,0
4622,1,15.616,83.39099884033203,0,1,11,31.585476278692646,0
4623,1,15.624,83.49299621582031,0,0,11,31.585476278692646,0
4624,1,15.632,83.59600067138672,0,0,11,31.585476278692646,0
4625,1,15.64,83.59600067138672,0,0,11,31.585476278692646,0
4626,1,15.648,83.59600067138672,0,0,11,31.585476278692646,0
4627,1,15.656,83.80000305175781,0,1,11,31.585476278692646,0
4628,1,15.664,83.80000305175781,0,0,11,31.585476278692646,0
4629,1,15.672,84.00499725341797,0,0,10,28.71406934426604,0
4630,1,15.68,84.00499725341797,0,0,11,31.585476278692646,0
4631,1,15.688,84.0979995727539,0,1,11,31.585476278692646,0
4632,1,15.696,84.0979995727539,0,0,10,28.71406934426604,0
4633,1,15.704,84.3030014038086,0,0,10,28.71406934426604,0
4634,1,15.712,84.3030014038086,0,0,10,28.71406934426604,0
4635,1,15.72,84.50700378417969,0,1,10,28.71406934426604,0
4636,1,15.728,84.50700378417969,0,0,11,31.585476278692646,0
4637,1,15.736,84.5999984741211,0,0,10,28.71406934426604,0
4638,1,15.744,84.5999984741211,0,0,10,28.71406934426604,0
4639,1,15.752,84.7030029296875,0,1,10,28.71406934426604,0
4640,1,15.76,84.80500030517578,0,0,10,28.71406934426604,0
4641,1,15.768,84.89800262451172,0,0,11,31.585476278692646,0
4642,1,15.776,84.99099731445312,0,0,10,28.71406934426604,0
4643,1,15.784,85.09300231933594,0,1,10,28.71406934426604,0
4644,1,15.792,85.09300231933594,0,0,10,28.71406934426604,0
4645,1,15.8,85.19499969482422,0,0,10,28.71406934426604,0
4646,1,15.808,85.2979965209961,0,0,10,28.71406934426604,0
4647,1,15.816,85.39099884033203,0,1,10,28.71406934426604,0
4648,1,15.824,85.48400115966797,0,0,10,28.71406934426604,0
4649,1,15.832,85.5770034790039,0,0,10,28.71406934426604,0
4650,1,15.84,85.5770034790039,0,0,10,28.71406934426604,0
4651,1,15.848,85.66999816894531,0,0,8,22.971255475412832,0
4652,1,15.856,85.76300048828125,0,1,9,25.842662409839438,0
4653,1,15.864,85.76300048828125,0,0,9,25.842662409839438,0
4654,1,15.872,85.93000030517578,0,0,8,22.971255475412832,0
