120626716.00000	120626788.58566	3.00000
0.07199	0.00000	0.00000
0.07254	0.00000	0.00000
0.07303	0.00000	0.00000
0.07352	0.00000	0.00000
0.07400	0.00000	0.00000
0.07452	0.00000	0.00000
0.07500	0.00000	0.00000
0.07552	0.00000	0.00000
0.07599	0.00000	0.00000
0.07652	0.00000	0.00000
0.07699	0.00000	0.00000
0.07752	0.00000	0.00000
0.07798	0.00000	0.00000
0.07844	0.00000	0.00000
0.07888	0.00000	0.00000
0.07933	0.00000	0.00000
0.07977	0.00000	0.00000
0.08021	0.00000	0.00000
0.08065	0.00000	0.00000
0.08111	0.00000	0.00000
0.08154	0.00000	0.00000
0.08199	0.00000	0.00000
0.08249	0.00000	0.00000
0.08293	0.00000	0.00000
0.08337	0.00000	0.00000
0.08390	0.00000	0.00000
0.08438	0.00000	0.00000
0.08489	0.00000	0.00000
0.08540	0.00000	0.00000
0.08594	0.00000	0.00000
0.08642	0.00000	0.00000
0.08689	0.00000	0.00000
0.08735	0.00000	0.00000
0.08781	0.00000	0.00000
0.08826	0.00000	0.00000
0.08872	0.00000	0.00000
0.08917	0.00000	0.00000
0.08962	0.00000	0.00000
0.09006	0.00000	0.00000
0.09049	0.00000	0.00000
0.09093	0.00000	0.00000
0.09137	0.00000	0.00000
0.09189	0.00000	0.00000
0.09233	0.00000	0.00000
0.09277	0.00000	0.00000
0.09321	0.00000	0.00000
0.09367	0.00000	0.00000
0.09411	0.00000	0.00000
0.09454	0.00000	0.00000
0.09498	0.00000	0.00000
0.09542	0.00000	0.00000
0.09589	0.00000	0.00000
0.09633	0.00000	0.00000
0.09677	0.00000	0.00000
0.09721	0.00000	0.00000
0.09764	0.00000	0.00000
0.09808	0.00000	0.00000
0.09852	0.00000	0.00000
0.09895	0.00000	0.00000
0.09939	0.00000	0.00000
0.09987	0.00000	0.00000
0.10034	0.00000	0.00000
0.10084	0.00000	0.00000
0.10131	0.00000	0.00000
0.10177	0.00000	0.00000
0.10222	0.00000	0.00000
0.10267	0.00000	0.00000
0.10312	0.00000	0.00000
0.10357	0.00000	0.00000
0.10410	0.00000	0.00000
0.10460	0.00000	0.00000
0.10508	0.00000	0.00000
0.10555	0.00000	0.00000
0.10604	0.00000	0.00000
0.10650	0.00000	0.00000
0.10694	0.00000	0.00000
0.10742	0.00000	0.00000
0.10788	0.00000	0.00000
0.10835	0.00000	0.00000
0.10879	0.00000	0.00000
0.10924	0.00000	0.00000
0.10969	0.00000	0.00000
0.11013	0.00000	0.00000
0.11057	0.00000	0.00000
0.11101	0.00000	0.00000
0.11149	0.00000	0.00000
0.11193	0.00000	0.00000
0.11237	0.00000	0.00000
0.11289	0.00000	0.00000
0.11334	0.00000	0.00000
0.11379	0.00000	0.00000
0.11424	0.00000	0.00000
0.11467	0.00000	0.00000
0.11511	0.00000	0.00000
0.11558	0.00000	0.00000
0.11602	0.00000	0.00000
0.11649	0.00000	0.00000
0.11693	0.00000	0.00000
0.11743	0.00000	0.00000
0.11789	0.00000	0.00000
0.11834	0.00000	0.00000
0.11877	0.00000	0.00000
0.11921	0.00000	0.00000
0.11964	0.00000	0.00000
0.12008	0.00000	0.00000
0.12052	0.00000	0.00000
0.12095	0.00000	0.00000
0.12139	0.00000	0.00000
0.12187	0.00000	0.00000
0.12231	0.00000	0.00000
