0.0000,1.5066
1.0000,1.6162
2.0000,1.3659
3.0000,1.2207
4.0000,1.5938
5.0000,1.2712
6.0000,1.2368
7.0000,1.6223
8.0000,1.3452
9.0000,1.6001
10.0000,1.4243
11.0000,1.1282
12.0000,1.4028
13.0000,1.3188
14.0000,2.0346
15.0000,1.1661
16.0000,1.7463
17.0000,1.3418
18.0000,1.3474
19.0000,1.6001
20.0000,1.2129
21.0000,1.3527
22.0000,1.1524
23.0000,1.2896
24.0000,1.3466
25.0000,1.2185
26.0000,1.2764
27.0000,1.2625
28.0000,1.3439
29.0000,1.1738
30.0000,1.3931
31.0000,1.2053
32.0000,1.2422
33.0000,1.0968
34.0000,1.2062
35.0000,1.1922
36.0000,1.3120
37.0000,1.2596
38.0000,1.5355
39.0000,1.0519
40.0000,1.5024
41.0000,1.2104
42.0000,1.3384
43.0000,1.1162
44.0000,1.1245
45.0000,1.2134
46.0000,1.3714
47.0000,1.1617
48.0000,1.0237
49.0000,1.2234
50.0000,1.1000
51.0000,1.2671
52.0000,1.3886
53.0000,1.1771
54.0000,1.0317
55.0000,0.9587
56.0000,1.4832
57.0000,1.2856
58.0000,2.0041
59.0000,1.4448
60.0000,1.3510
61.0000,1.4080
62.0000,1.8083
63.0000,1.5385
64.0000,1.3629
65.0000,1.2007
66.0000,1.3639
67.0000,1.3807
68.0000,1.4838
69.0000,1.0532
70.0000,1.3773
71.0000,1.4105
72.0000,1.0389
73.0000,1.2871
74.0000,1.1810
75.0000,1.4837
76.0000,1.1537
77.0000,1.7039
78.0000,1.4182
79.0000,1.4535
80.0000,1.4035
81.0000,1.2648
82.0000,1.0706
83.0000,1.5345
84.0000,1.2184
85.0000,0.9287
86.0000,1.3662
87.0000,1.4079
88.0000,1.1486
89.0000,1.4004
90.0000,1.3354
91.0000,1.0764
92.0000,1.3969
93.0000,1.0367
94.0000,1.1410
95.0000,1.1092
96.0000,0.9763
97.0000,1.4342
98.0000,1.3092
99.0000,0.9804
100.0000,1.0879
101.0000,1.0004
102.0000,1.1244
103.0000,1.1558
104.0000,0.9148
105.0000,0.9672
106.0000,0.8468
107.0000,1.2382
108.0000,0.9757
109.0000,0.8033
110.0000,0.8564
111.0000,0.7783
112.0000,0.7770
113.0000,0.8219
114.0000,1.4549
115.0000,1.2011
116.0000,1.6382
117.0000,1.1886
118.0000,1.2693
119.0000,1.4147
120.0000,1.7507
121.0000,1.5017
122.0000,1.5210
123.0000,1.4979
124.0000,1.1532
125.0000,1.7290
126.0000,1.5159
127.0000,1.5517
128.0000,1.2752
129.0000,1.2630
130.0000,1.6091
131.0000,1.1673
132.0000,1.6034
133.0000,1.3862
134.0000,1.6474
135.0000,1.5881
136.0000,1.7510
137.0000,1.3152
138.0000,1.6495
139.0000,1.1469
140.0000,1.5086
141.0000,1.4583
142.0000,1.1195
143.0000,1.2026
144.0000,1.4164
145.0000,1.3675
146.0000,1.4776
147.0000,1.1663
148.0000,1.2133
149.0000,1.0298
150.0000,0.9949
151.0000,1.2417
152.0000,0.9730
153.0000,1.1167
154.0000,1.0299
155.0000,1.2707
156.0000,1.1858
157.0000,1.1335
158.0000,0.8706
159.0000,0.8255
160.0000,1.0536
161.0000,1.2908
162.0000,1.2494
163.0000,1.5337
164.0000,1.3362
165.0000,1.8562
166.0000,1.4608
167.0000,1.8678
168.0000,1.5489
169.0000,1.5924
170.0000,1.7030
171.0000,1.5063
172.0000,1.7349
173.0000,1.5047
174.0000,2.0344
175.0000,1.2859
176.0000,1.6954
177.0000,1.5487
178.0000,1.4359
179.0000,1.0888
180.0000,1.2332
181.0000,2.0099
182.0000,1.4937
183.0000,1.5178
184.0000,1.5354
185.0000,1.6978
186.0000,1.3470
187.0000,1.4543
188.0000,1.1470
189.0000,1.3998
190.0000,1.2356
191.0000,1.1067
192.0000,1.3639
193.0000,1.0977
194.0000,1.3231
195.0000,1.1824
196.0000,1.0760
197.0000,0.9168
198.0000,0.9384
199.0000,1.0631
200.0000,1.0033
201.0000,1.2728
202.0000,1.0232
203.0000,1.3935
204.0000,1.4041
205.0000,1.1475
206.0000,1.4594
207.0000,1.6319
208.0000,1.7464
209.0000,1.4437
210.0000,1.5947
211.0000,1.1136
212.0000,1.5024
213.0000,1.6375
214.0000,1.6122
215.0000,1.4112
