120753224.000	7.000
0.000	-9.888
0.149	-9.777
0.159	-9.665
0.165	-9.554
0.176	-9.479
0.181	-9.405
0.193	-9.321
0.209	-9.228
0.214	-9.135
0.226	-9.051
0.231	-8.968
0.243	-8.884
0.259	-8.828
0.264	-8.772
0.276	-8.698
0.281	-8.624
0.293	-8.540
0.309	-8.484
0.314	-8.428
0.326	-8.372
0.330	-8.354
0.343	-8.335
0.359	-8.289
0.364	-8.242
0.376	-8.168
0.382	-8.093
0.392	-8.019
0.409	-7.973
0.415	-7.926
0.426	-7.880
0.432	-7.842
0.443	-7.805
0.460	-7.777
0.465	-7.749
0.476	-7.712
0.482	-7.675
0.493	-7.638
0.510	-7.601
0.514	-7.563
0.526	-7.526
0.531	-7.489
0.542	-7.442
0.559	-7.405
0.564	-7.368
0.576	-7.331
0.581	-7.294
0.593	-7.256
0.609	-7.219
0.614	-7.182
0.626	-7.136
0.631	-7.089
0.643	-7.043
0.659	-6.996
0.664	-6.950
0.676	-6.894
0.681	-6.838
0.693	-6.782
0.709	-6.726
0.714	-6.671
0.726	-6.615
0.732	-6.559
0.743	-6.503
0.759	-6.457
0.764	-6.410
0.776	-6.373
0.780	-6.336
0.793	-6.299
0.810	-6.271
0.815	-6.243
0.826	-6.206
0.831	-6.168
0.843	-6.131
0.860	-6.103
0.865	-6.075
0.876	-6.047
0.882	-6.020
0.910	-5.992
0.915	-5.964
0.920	-5.936
0.926	-5.899
0.931	-5.861
0.943	-5.824
0.960	-5.796
0.965	-5.768
0.976	-5.741
0.981	-5.713
0.993	-5.685
1.009	-5.666
1.013	-5.648
1.026	-5.629
1.031	-5.610
1.043	-5.582
1.059	-5.555
1.064	-5.527
1.076	-5.508
1.080	-5.489
1.093	-5.471
1.110	-5.471
1.114	-5.471
1.126	-5.462
1.131	-5.452
1.143	-5.434
1.160	-5.415
1.165	-5.396
1.177	-5.378
1.182	-5.359
1.193	-5.359
1.209	-5.350
1.215	-5.341
1.226	-5.331
1.231	-5.322
1.243	-5.313
1.260	-5.303
1.264	-5.285
1.276	-5.266
1.280	-5.248
1.293	-5.229
1.310	-5.210
1.315	-5.192
1.326	-5.173
1.331	-5.155
1.343	-5.136
1.360	-5.108
1.365	-5.080
1.376	-5.043
1.381	-5.006
1.393	-4.969
1.410	-4.931
1.415	-4.894
1.427	-4.866
1.431	-4.838
1.443	-4.811
1.460	-4.792
1.465	-4.773
1.477	-4.764
1.481	-4.755
1.493	-4.755
1.510	-4.755
1.514	-4.755
1.526	-4.755
1.530	-4.764
1.543	-4.773
1.561	-4.773
1.565	-4.773
1.577	-4.773
1.581	-4.773
1.594	-4.773
1.611	-4.773
1.616	-4.773
1.628	-4.773
1.633	-4.773
1.645	-4.773
1.660	-4.764
1.665	-4.755
1.678	-4.755
1.683	-4.755
1.693	-4.755
1.710	-4.755
1.714	-4.755
1.728	-4.755
1.732	-4.755
1.744	-4.755
1.760	-4.755
1.764	-4.755
1.776	-4.745
1.780	-4.736
1.793	-4.718
1.809	-4.699
1.814	-4.680
1.826	-4.671
1.831	-4.662
1.843	-4.652
1.860	-4.634
1.864	-4.615
1.876	-4.606
1.881	-4.597
1.893	-4.587
1.909	-4.578
1.914	-4.569
1.926	-4.559
1.931	-4.550
1.943	-4.541
1.959	-4.532
1.965	-4.522
1.976	-4.504
1.981	-4.485
1.993	-4.466
2.009	-4.457
2.015	-4.448
2.026	-4.429
2.031	-4.411
2.043	-4.401
2.060	-4.401
2.065	-4.401
2.076	-4.401
2.081	-4.401
2.093	-4.401
2.109	-4.392
2.113	-4.383
2.126	-4.383
2.132	-4.383
2.143	-4.383
2.159	-4.383
2.164	-4.383
2.176	-4.383
2.181	-4.383
2.193	-4.383
2.210	-4.373
2.215	-4.364
2.226	-4.346
2.232	-4.327
2.243	-4.327
2.260	-4.327
2.264	-4.327
2.276	-4.327
2.280	-4.327
2.293	-4.327
2.310	-4.318
2.314	-4.308
2.326	-4.299
2.330	-4.290
2.343	-4.280
2.360	-4.271
2.364	-4.262
2.376	-4.253
2.381	-4.243
2.393	-4.243
2.410	-4.243
2.415	-4.243
2.426	-4.243
2.431	-4.243
2.443	-4.243
2.459	-4.243
2.465	-4.243
2.476	-4.243
2.481	-4.243
2.493	-4.243
2.509	-4.243
2.513	-4.243
2.526	-4.243
2.530	-4.243
2.543	-4.243
2.560	-4.243
2.564	-4.243
2.577	-4.243
2.581	-4.243
2.593	-4.243
2.609	-4.243
2.615	-4.243
2.626	-4.243
2.631	-4.243
2.643	-4.243
2.660	-4.243
2.664	-4.243
2.676	-4.243
2.681	-4.243
2.693	-4.243
2.710	-4.243
2.715	-4.243
2.726	-4.243
2.731	-4.243
2.743	-4.243
2.759	-4.243
2.765	-4.243
2.776	-4.243
2.781	-4.243
2.793	-4.243
2.810	-4.243
2.815	-4.243
2.826	-4.243
2.832	-4.243
2.843	-4.243
2.859	-4.243
2.864	-4.243
2.876	-4.243
2.882	-4.243
2.892	-4.243
2.910	-4.243
2.915	-4.243
2.927	-4.234
2.932	-4.225
2.943	-4.215
2.960	-4.187
2.965	-4.160
2.976	-4.132
2.981	-4.104
2.994	-4.067
3.010	-4.029
3.014	-3.992
3.027	-3.955
3.031	-3.918
3.043	-3.881
3.060	-3.843
3.065	-3.806
3.077	-3.769
3.083	-3.732
3.093	-3.695
3.110	-3.657
3.115	-3.620
3.127	-3.574
3.131	-3.527
3.143	-3.490
3.160	-3.443
3.166	-3.397
3.177	-3.350
3.182	-3.304
3.193	-3.257
3.210	-3.220
3.215	-3.183
3.226	-3.146
3.231	-3.109
3.243	-3.081
3.260	-3.044
3.264	-3.006
3.276	-2.960
3.282	-2.913
3.293	-2.867
3.310	-2.820
3.315	-2.774
3.326	-2.709
3.331	-2.644
3.343	-2.569
3.360	-2.495
3.365	-2.420
3.376	-2.346
3.381	-2.253
3.393	-2.160
3.410	-2.048
3.416	-1.937
3.428	-1.816
3.433	-1.695
3.443	-1.574
3.460	-1.453
3.464	-1.332
3.477	-1.211
3.482	-1.091
3.493	-0.979
3.510	-0.867
3.514	-0.756
3.527	-0.663
3.531	-0.570
3.560	-0.467
3.577	-0.365
3.581	-0.263
3.593	-0.161
3.598	-0.058
3.610	0.053
3.627	0.174
3.632	0.295
3.643	0.416
3.648	0.537
3.659	0.658
3.677	0.779
3.681	0.900
3.693	1.021
3.697	1.141
3.710	1.253
3.726	1.365
3.731	1.476
3.743	1.588
3.749	1.709
3.760	1.830
3.777	1.960
3.781	2.090
3.793	2.211
3.799	2.332
3.810	2.453
3.826	2.574
3.831	2.695
3.843	2.815
3.848	2.936
3.859	3.057
3.877	3.169
3.883	3.280
3.894	3.383
3.899	3.485
3.910	3.578
3.926	3.680
3.932	3.783
3.943	3.885
3.947	3.987
3.977	4.099
3.983	4.229
3.988	4.359
3.994	4.489
3.999	4.620
4.009	4.750
4.027	4.871
4.032	4.992
4.043	5.113
4.049	5.233
4.060	5.336
4.076	5.429
4.082	5.522
4.093	5.605
4.097	5.689
4.110	5.764
4.126	5.838
4.131	5.912
4.143	5.987
4.147	6.061
4.159	6.136
4.176	6.210
4.181	6.284
4.193	6.377
4.197	6.470
4.210	6.563
4.226	6.675
4.231	6.787
4.243	6.917
4.247	7.047
4.260	7.177
4.277	7.298
4.281	7.419
4.294	7.512
4.298	7.605
4.309	7.698
4.326	7.791
4.331	7.884
4.343	7.977
4.349	8.070
4.360	8.163
4.377	8.256
4.383	8.349
4.393	8.433
4.399	8.516
4.410	8.600
4.426	8.693
4.431	8.786
4.443	8.888
4.447	8.991
4.460	9.102
4.476	9.223
4.480	9.344
4.493	9.465
4.497	9.586
4.510	9.707
4.526	9.818
4.531	9.930
4.543	10.032
4.549	10.135
4.560	10.237
4.576	10.348
4.581	10.460
4.593	10.572
4.599	10.683
4.610	10.795
4.626	10.906
4.630	11.018
4.643	11.120
4.647	11.223
4.660	11.316
4.676	11.409
4.681	11.502
4.693	11.604
4.698	11.706
4.710	11.809
4.727	11.911
4.731	12.013
4.744	12.115
4.749	12.218
4.760	12.301
4.777	12.367
4.781	12.432
4.794	12.497
4.799	12.553
4.811	12.608
4.827	12.655
4.832	12.701
4.843	12.748
4.848	12.794
4.860	12.832
4.877	12.869
4.881	12.906
4.893	12.943
4.898	12.980
4.910	13.027
4.926	13.083
4.932	13.138
4.943	13.194
4.948	13.250
4.959	13.306
4.976	13.362
4.981	13.417
4.994	13.473
4.998	13.529
5.009	13.576
5.026	13.631
5.032	13.687
5.043	13.743
5.047	13.799
5.060	13.855
5.076	13.929
5.081	14.003
5.093	14.078
5.098	14.152
5.110	14.217
5.126	14.292
5.131	14.366
5.143	14.440
5.148	14.515
5.160	14.589
5.176	14.664
5.180	14.738
5.193	14.822
5.197	14.905
5.210	14.980
5.226	15.054
5.231	15.129
5.243	15.212
5.250	15.296
5.259	15.380
5.276	15.463
5.282	15.547
5.293	15.622
5.297	15.696
5.310	15.761
5.326	15.835
5.330	15.910
5.343	15.975
5.347	16.040
5.359	16.105
5.376	16.180
5.382	16.254
5.393	16.338
5.399	16.421
5.410	16.505
5.426	16.598
5.431	16.691
5.443	16.793
5.448	16.896
5.460	16.998
5.476	17.091
5.481	17.184
5.493	17.286
5.497	17.389
5.510	17.491
5.526	17.593
5.531	17.695
5.543	17.798
5.548	17.909
5.559	18.021
